Date,MaxT,MinT,Daily Avg
04/27/2002,78.,61.,69.5
04/28/2002,89.,61.,75.
04/29/2002,92.,71.,81.5
04/30/2002,89.,64.,76.5
05/01/2002,79.,68.,73.5
05/02/2002,81.,58.,69.5
05/03/2002,87.,62.,74.5
05/04/2002,92.,62.,77.
05/05/2002,92.,64.,78.
05/06/2002,95.,66.,80.5
05/07/2002,94.,67.,80.5
05/08/2002,91.,67.,79.
05/09/2002,95.,67.,81.
05/10/2002,96.,68.,82.
05/11/2002,89.,67.,78.
05/12/2002,94.,66.,80.
05/13/2002,104.,70.,87.
05/14/2002,102.,74.,88.
05/15/2002,102.,72.,87.
05/16/2002,99.,71.,85.
05/17/2002,101.,70.,85.5
05/18/2002,102.,72.,87.
05/19/2002,99.,74.,86.5
05/20/2002,98.,71.,84.5
05/21/2002,80.,62.,71.
05/22/2002,84.,61.,72.5
05/23/2002,89.,62.,75.5
05/24/2002,93.,66.,79.5
05/25/2002,99.,68.,83.5
05/26/2002,97.,71.,84.
05/27/2002,95.,68.,81.5
05/28/2002,99.,71.,85.
05/29/2002,106.,73.,89.5
05/30/2002,109.,76.,92.5
05/31/2002,107.,80.,93.5
06/01/2002,106.,83.,94.5
06/02/2002,103.,76.,89.5
06/03/2002,96.,78.,87.
06/04/2002,99.,72.,85.5
06/05/2002,106.,76.,91.
06/06/2002,110.,78.,94.
06/07/2002,109.,80.,94.5
06/08/2002,110.,80.,95.
06/09/2002,104.,80.,92.
06/10/2002,100.,75.,87.5
06/11/2002,100.,74.,87.
06/12/2002,103.,77.,90.
06/13/2002,107.,77.,92.
06/14/2002,109.,81.,95.
06/15/2002,107.,81.,94.
06/16/2002,108.,81.,94.5
06/17/2002,110.,81.,95.5
06/18/2002,110.,79.,94.5
06/19/2002,112.,79.,95.5
06/20/2002,112.,81.,96.5
06/21/2002,109.,80.,94.5
06/22/2002,107.,78.,92.5
06/23/2002,107.,79.,93.
06/24/2002,110.,80.,95.
06/25/2002,113.,83.,98.
06/26/2002,112.,86.,99.
06/27/2002,110.,86.,98.
06/28/2002,111.,79.,95.
06/29/2002,108.,81.,94.5
06/30/2002,110.,83.,96.5
07/01/2002,112.,85.,98.5
07/02/2002,113.,89.,101.
07/03/2002,107.,87.,97.
07/04/2002,107.,82.,94.5
07/05/2002,108.,82.,95.
07/06/2002,109.,82.,95.5
07/07/2002,110.,84.,97.
07/08/2002,112.,84.,98.
07/09/2002,112.,87.,99.5
07/10/2002,109.,86.,97.5
07/11/2002,111.,88.,99.5
07/12/2002,111.,88.,99.5
07/13/2002,112.,92.,102.
07/14/2002,109.,74.,91.5
07/15/2002,100.,79.,89.5
07/16/2002,103.,84.,93.5
07/17/2002,104.,87.,95.5
07/18/2002,103.,87.,95.
07/19/2002,107.,90.,98.5
07/20/2002,106.,86.,96.
07/21/2002,106.,85.,95.5
07/22/2002,106.,87.,96.5
07/23/2002,107.,76.,91.5
07/24/2002,105.,78.,91.5
07/25/2002,106.,88.,97.
07/26/2002,107.,88.,97.5
07/27/2002,102.,85.,93.5
07/28/2002,104.,82.,93.
07/29/2002,110.,83.,96.5
07/30/2002,102.,87.,94.5
07/31/2002,103.,87.,95.
08/01/2002,106.,87.,96.5
08/02/2002,104.,87.,95.5
08/03/2002,105.,88.,96.5
08/04/2002,92.,82.,87.
08/05/2002,100.,79.,89.5
08/06/2002,99.,78.,88.5
08/07/2002,104.,84.,94.
08/08/2002,109.,83.,96.
08/09/2002,111.,86.,98.5
08/10/2002,112.,87.,99.5
08/11/2002,109.,88.,98.5
08/12/2002,108.,88.,98.
08/13/2002,108.,88.,98.
08/14/2002,109.,89.,99.
08/15/2002,110.,88.,99.
08/16/2002,108.,87.,97.5
08/17/2002,107.,88.,97.5
08/18/2002,107.,88.,97.5
08/19/2002,95.,85.,90.
08/20/2002,104.,84.,94.
08/21/2002,105.,81.,93.
08/22/2002,105.,82.,93.5
08/23/2002,105.,79.,92.
08/24/2002,108.,77.,92.5
08/25/2002,109.,77.,93.
08/26/2002,110.,78.,94.
08/27/2002,112.,79.,95.5
08/28/2002,108.,84.,96.
08/29/2002,105.,83.,94.
08/30/2002,108.,85.,96.5
08/31/2002,110.,83.,96.5
09/01/2002,109.,89.,99.
09/02/2002,108.,86.,97.
09/03/2002,109.,86.,97.5
09/04/2002,111.,86.,98.5
09/05/2002,109.,87.,98.
09/06/2002,106.,73.,89.5
09/07/2002,94.,74.,84.
09/08/2002,85.,76.,80.5
09/09/2002,84.,74.,79.
09/10/2002,97.,74.,85.5
09/11/2002,99.,75.,87.
09/12/2002,100.,78.,89.
09/13/2002,102.,78.,90.
09/14/2002,104.,79.,91.5
09/15/2002,105.,83.,94.
09/16/2002,106.,82.,94.
09/17/2002,105.,80.,92.5
09/18/2002,96.,81.,88.5
09/19/2002,96.,76.,86.
09/20/2002,99.,74.,86.5
09/21/2002,102.,74.,88.
09/22/2002,107.,75.,91.
09/23/2002,108.,78.,93.
09/24/2002,108.,80.,94.
09/25/2002,107.,79.,93.
09/26/2002,105.,77.,91.
09/27/2002,100.,75.,87.5
09/28/2002,94.,76.,85.
09/29/2002,95.,74.,84.5
09/30/2002,91.,67.,79.
10/01/2002,91.,71.,81.
10/02/2002,78.,63.,70.5
10/03/2002,78.,58.,68.
10/04/2002,86.,58.,72.
10/05/2002,90.,60.,75.
10/06/2002,93.,62.,77.5
10/07/2002,93.,70.,81.5
10/08/2002,93.,68.,80.5
10/09/2002,96.,69.,82.5
10/10/2002,96.,67.,81.5
10/11/2002,96.,69.,82.5
10/12/2002,89.,71.,80.
10/13/2002,96.,69.,82.5
10/14/2002,92.,73.,82.5
10/15/2002,94.,72.,83.
10/16/2002,94.,69.,81.5
10/17/2002,87.,68.,77.5
10/18/2002,81.,62.,71.5
10/19/2002,85.,61.,73.
10/20/2002,86.,64.,75.
10/21/2002,88.,64.,76.
10/22/2002,84.,65.,74.5
10/23/2002,80.,67.,73.5
10/24/2002,82.,63.,72.5
10/25/2002,84.,61.,72.5
10/26/2002,72.,59.,65.5
10/27/2002,70.,57.,63.5
10/28/2002,75.,54.,64.5
10/29/2002,80.,55.,67.5
10/30/2002,83.,58.,70.5
10/31/2002,81.,57.,69.
11/01/2002,81.,58.,69.5
11/02/2002,80.,58.,69.
11/03/2002,81.,61.,71.
11/04/2002,77.,55.,66.
11/05/2002,77.,51.,64.
11/06/2002,86.,51.,68.5
11/07/2002,82.,57.,69.5
11/08/2002,76.,63.,69.5
11/09/2002,83.,66.,74.5
11/10/2002,79.,63.,71.
11/11/2002,78.,54.,66.
11/12/2002,81.,54.,67.5
11/13/2002,81.,57.,69.
11/14/2002,79.,54.,66.5
11/15/2002,79.,54.,66.5
11/16/2002,77.,57.,67.
11/17/2002,78.,50.,64.
11/18/2002,79.,49.,64.
11/19/2002,80.,49.,64.5
11/20/2002,87.,54.,70.5
11/21/2002,87.,57.,72.
11/22/2002,86.,56.,71.
11/23/2002,80.,52.,66.
11/24/2002,77.,51.,64.
11/25/2002,64.,50.,57.
11/26/2002,74.,48.,61.
11/27/2002,75.,59.,67.
11/28/2002,71.,55.,63.
11/29/2002,70.,58.,64.
11/30/2002,69.,57.,63.
12/01/2002,69.,51.,60.
12/02/2002,62.,51.,56.5
12/03/2002,65.,49.,57.
12/04/2002,67.,48.,57.5
12/05/2002,73.,48.,60.5
12/06/2002,73.,52.,62.5
12/07/2002,69.,53.,61.
12/08/2002,70.,47.,58.5
12/09/2002,67.,49.,58.
12/10/2002,70.,47.,58.5
12/11/2002,67.,48.,57.5
12/12/2002,68.,45.,56.5
12/13/2002,67.,44.,55.5
12/14/2002,71.,45.,58.
12/15/2002,71.,52.,61.5
12/16/2002,69.,48.,58.5
12/17/2002,68.,54.,61.
12/18/2002,61.,46.,53.5
12/19/2002,60.,41.,50.5
12/20/2002,65.,42.,53.5
12/21/2002,50.,39.,44.5
12/22/2002,54.,38.,46.
12/23/2002,49.,44.,46.5
12/24/2002,56.,39.,47.5
12/25/2002,59.,40.,49.5
12/26/2002,60.,37.,48.5
12/27/2002,67.,38.,52.5
12/28/2002,74.,43.,58.5
12/29/2002,67.,45.,56.
12/30/2002,63.,42.,52.5
12/31/2002,64.,42.,53.
01/01/2003,67.,39.,53.
01/02/2003,73.,44.,58.5
01/03/2003,77.,45.,61.
01/04/2003,80.,49.,64.5
01/05/2003,77.,49.,63.
01/06/2003,65.,47.,56.
01/07/2003,77.,52.,64.5
01/08/2003,65.,55.,60.
01/09/2003,66.,52.,59.
01/10/2003,69.,50.,59.5
01/11/2003,68.,50.,59.
01/12/2003,70.,47.,58.5
01/13/2003,74.,48.,61.
01/14/2003,77.,48.,62.5
01/15/2003,73.,48.,60.5
01/16/2003,79.,48.,63.5
01/17/2003,77.,49.,63.
01/18/2003,78.,50.,64.
01/19/2003,77.,50.,63.5
01/20/2003,70.,52.,61.
01/21/2003,69.,49.,59.
01/22/2003,71.,48.,59.5
01/23/2003,76.,50.,63.
01/24/2003,79.,51.,65.
01/25/2003,76.,51.,63.5
01/26/2003,80.,49.,64.5
01/27/2003,82.,54.,68.
01/28/2003,77.,51.,64.
01/29/2003,79.,52.,65.5
01/30/2003,79.,50.,64.5
01/31/2003,86.,51.,68.5
02/01/2003,83.,56.,69.5
02/02/2003,72.,55.,63.5
02/03/2003,67.,49.,58.
02/04/2003,66.,44.,55.
02/05/2003,67.,45.,56.
02/06/2003,63.,40.,51.5
02/07/2003,66.,43.,54.5
02/08/2003,65.,49.,57.
02/09/2003,64.,41.,52.5
02/10/2003,67.,42.,54.5
02/11/2003,72.,54.,63.
02/12/2003,68.,57.,62.5
02/13/2003,65.,55.,60.
02/14/2003,66.,54.,60.
02/15/2003,70.,54.,62.
02/16/2003,71.,53.,62.
02/17/2003,73.,55.,64.
02/18/2003,74.,57.,65.5
02/19/2003,75.,51.,63.
02/20/2003,67.,53.,60.
02/21/2003,72.,48.,60.
02/22/2003,74.,48.,61.
02/23/2003,73.,50.,61.5
02/24/2003,71.,57.,64.
02/25/2003,66.,50.,58.
02/26/2003,61.,50.,55.5
02/27/2003,59.,49.,54.
02/28/2003,60.,49.,54.5
03/01/2003,62.,45.,53.5
03/02/2003,63.,47.,55.
03/03/2003,65.,46.,55.5
03/04/2003,66.,50.,58.
03/05/2003,68.,53.,60.5
03/06/2003,70.,48.,59.
03/07/2003,75.,50.,62.5
03/08/2003,78.,50.,64.
03/09/2003,83.,52.,67.5
03/10/2003,84.,55.,69.5
03/11/2003,83.,56.,69.5
03/12/2003,84.,56.,70.
03/13/2003,87.,57.,72.
03/14/2003,82.,60.,71.
03/15/2003,79.,58.,68.5
03/16/2003,67.,56.,61.5
03/17/2003,59.,49.,54.
03/18/2003,68.,45.,56.5
03/19/2003,70.,48.,59.
03/20/2003,75.,51.,63.
03/21/2003,76.,54.,65.
03/22/2003,80.,54.,67.
03/23/2003,83.,56.,69.5
03/24/2003,83.,57.,70.
03/25/2003,84.,58.,71.
03/26/2003,87.,60.,73.5
03/27/2003,83.,61.,72.
03/28/2003,73.,55.,64.
03/29/2003,74.,56.,65.
03/30/2003,81.,51.,66.
03/31/2003,90.,57.,73.5
04/01/2003,93.,58.,75.5
04/02/2003,80.,63.,71.5
04/03/2003,71.,55.,63.
04/04/2003,75.,50.,62.5
04/05/2003,69.,55.,62.
04/06/2003,74.,48.,61.
04/07/2003,80.,50.,65.
04/08/2003,89.,54.,71.5
04/09/2003,92.,63.,77.5
04/10/2003,91.,61.,76.
04/11/2003,87.,61.,74.
04/12/2003,86.,63.,74.5
04/13/2003,87.,61.,74.
04/14/2003,84.,64.,74.
04/15/2003,69.,54.,61.5
04/16/2003,81.,53.,67.
04/17/2003,79.,56.,67.5
04/18/2003,76.,54.,65.
04/19/2003,76.,57.,66.5
04/20/2003,88.,59.,73.5
04/21/2003,83.,62.,72.5
04/22/2003,72.,58.,65.
04/23/2003,74.,53.,63.5
04/24/2003,83.,57.,70.
04/25/2003,88.,60.,74.
04/26/2003,90.,62.,76.
04/27/2003,93.,64.,78.5
04/28/2003,91.,65.,78.
04/29/2003,87.,63.,75.
04/30/2003,83.,60.,71.5
05/01/2003,87.,59.,73.
05/02/2003,92.,62.,77.
05/03/2003,87.,69.,78.
05/04/2003,81.,61.,71.
05/05/2003,84.,62.,73.
05/06/2003,88.,63.,75.5
05/07/2003,84.,64.,74.
05/08/2003,83.,62.,72.5
05/09/2003,78.,62.,70.
05/10/2003,82.,55.,68.5
05/11/2003,90.,61.,75.5
05/12/2003,96.,63.,79.5
05/13/2003,99.,72.,85.5
05/14/2003,93.,76.,84.5
05/15/2003,88.,65.,76.5
05/16/2003,100.,68.,84.
05/17/2003,104.,73.,88.5
05/18/2003,99.,79.,89.
05/19/2003,100.,71.,85.5
05/20/2003,103.,73.,88.
05/21/2003,107.,76.,91.5
05/22/2003,103.,79.,91.
05/23/2003,105.,79.,92.
05/24/2003,103.,77.,90.
05/25/2003,100.,73.,86.5
05/26/2003,103.,76.,89.5
05/27/2003,109.,77.,93.
05/28/2003,111.,84.,97.5
05/29/2003,109.,85.,97.
05/30/2003,103.,82.,92.5
05/31/2003,103.,84.,93.5
06/01/2003,107.,81.,94.
06/02/2003,109.,81.,95.
06/03/2003,106.,79.,92.5
06/04/2003,105.,79.,92.
06/05/2003,105.,78.,91.5
06/06/2003,105.,79.,92.
06/07/2003,106.,80.,93.
06/08/2003,108.,83.,95.5
06/09/2003,104.,83.,93.5
06/10/2003,101.,76.,88.5
06/11/2003,98.,73.,85.5
06/12/2003,100.,76.,88.
06/13/2003,100.,76.,88.
06/14/2003,105.,75.,90.
06/15/2003,109.,76.,92.5
06/16/2003,107.,82.,94.5
06/17/2003,108.,79.,93.5
06/18/2003,109.,84.,96.5
06/19/2003,105.,78.,91.5
06/20/2003,100.,76.,88.
06/21/2003,100.,72.,86.
06/22/2003,100.,73.,86.5
06/23/2003,101.,75.,88.
06/24/2003,98.,73.,85.5
06/25/2003,103.,76.,89.5
06/26/2003,109.,79.,94.
06/27/2003,112.,82.,97.
06/28/2003,112.,83.,97.5
06/29/2003,109.,82.,95.5
06/30/2003,109.,85.,97.
07/01/2003,109.,84.,96.5
07/02/2003,109.,86.,97.5
07/03/2003,110.,84.,97.
07/04/2003,113.,82.,97.5
07/05/2003,111.,86.,98.5
07/06/2003,110.,86.,98.
07/07/2003,110.,84.,97.
07/08/2003,109.,84.,96.5
07/09/2003,113.,84.,98.5
07/10/2003,110.,83.,96.5
07/11/2003,108.,87.,97.5
07/12/2003,112.,91.,101.5
07/13/2003,114.,91.,102.5
07/14/2003,116.,93.,104.5
07/15/2003,115.,96.,105.5
07/16/2003,117.,91.,104.
07/17/2003,104.,93.,98.5
07/18/2003,104.,87.,95.5
07/19/2003,107.,90.,98.5
07/20/2003,112.,90.,101.
07/21/2003,110.,87.,98.5
07/22/2003,108.,85.,96.5
07/23/2003,110.,91.,100.5
07/24/2003,106.,89.,97.5
07/25/2003,108.,90.,99.
07/26/2003,108.,87.,97.5
07/27/2003,108.,87.,97.5
07/28/2003,98.,84.,91.
07/29/2003,101.,73.,87.
07/30/2003,97.,76.,86.5
07/31/2003,102.,83.,92.5
08/01/2003,95.,78.,86.5
08/02/2003,102.,81.,91.5
08/03/2003,105.,86.,95.5
08/04/2003,107.,83.,95.
08/05/2003,110.,86.,98.
08/06/2003,108.,88.,98.
08/07/2003,109.,89.,99.
08/08/2003,108.,93.,100.5
08/09/2003,112.,91.,101.5
08/10/2003,116.,91.,103.5
08/11/2003,111.,94.,102.5
08/12/2003,110.,95.,102.5
08/13/2003,113.,87.,100.
08/14/2003,105.,75.,90.
08/15/2003,95.,77.,86.
08/16/2003,100.,81.,90.5
08/17/2003,106.,84.,95.
08/18/2003,109.,88.,98.5
08/19/2003,89.,75.,82.
08/20/2003,100.,81.,90.5
08/21/2003,104.,86.,95.
08/22/2003,105.,89.,97.
08/23/2003,109.,86.,97.5
08/24/2003,102.,86.,94.
08/25/2003,105.,85.,95.
08/26/2003,98.,76.,87.
08/27/2003,92.,75.,83.5
08/28/2003,99.,81.,90.
08/29/2003,103.,83.,93.
08/30/2003,105.,87.,96.
08/31/2003,108.,88.,98.
09/01/2003,108.,89.,98.5
09/02/2003,110.,88.,99.
09/03/2003,110.,88.,99.
09/04/2003,105.,80.,92.5
09/05/2003,100.,82.,91.
09/06/2003,100.,86.,93.
09/07/2003,102.,82.,92.
09/08/2003,102.,85.,93.5
09/09/2003,96.,83.,89.5
09/10/2003,97.,81.,89.
09/11/2003,99.,78.,88.5
09/12/2003,102.,78.,90.
09/13/2003,105.,76.,90.5
09/14/2003,104.,78.,91.
09/15/2003,106.,79.,92.5
09/16/2003,105.,79.,92.
09/17/2003,103.,79.,91.
09/18/2003,103.,75.,89.
09/19/2003,103.,76.,89.5
09/20/2003,103.,74.,88.5
09/21/2003,107.,74.,90.5
09/22/2003,107.,76.,91.5
09/23/2003,97.,75.,86.
09/24/2003,79.,73.,76.
09/25/2003,95.,73.,84.
09/26/2003,99.,76.,87.5
09/27/2003,102.,77.,89.5
09/28/2003,104.,79.,91.5
09/29/2003,107.,79.,93.
09/30/2003,107.,79.,93.
10/01/2003,106.,80.,93.
10/02/2003,100.,80.,90.
10/03/2003,96.,78.,87.
10/04/2003,94.,70.,82.
10/05/2003,97.,71.,84.
10/06/2003,96.,72.,84.
10/07/2003,85.,77.,81.
10/08/2003,95.,72.,83.5
10/09/2003,97.,76.,86.5
10/10/2003,80.,71.,75.5
10/11/2003,92.,72.,82.
10/12/2003,98.,75.,86.5
10/13/2003,98.,75.,86.5
10/14/2003,98.,75.,86.5
10/15/2003,97.,71.,84.
10/16/2003,97.,73.,85.
10/17/2003,100.,72.,86.
10/18/2003,103.,73.,88.
10/19/2003,101.,72.,86.5
10/20/2003,103.,70.,86.5
10/21/2003,103.,72.,87.5
10/22/2003,102.,71.,86.5
10/23/2003,100.,70.,85.
10/24/2003,95.,67.,81.
10/25/2003,93.,65.,79.
10/26/2003,83.,66.,74.5
10/27/2003,84.,58.,71.
10/28/2003,86.,61.,73.5
10/29/2003,88.,60.,74.
10/30/2003,87.,66.,76.5
10/31/2003,80.,64.,72.
11/01/2003,71.,61.,66.
11/02/2003,79.,59.,69.
11/03/2003,69.,56.,62.5
11/04/2003,69.,50.,59.5
11/05/2003,72.,50.,61.
11/06/2003,76.,50.,63.
11/07/2003,71.,52.,61.5
11/08/2003,78.,52.,65.
11/09/2003,81.,54.,67.5
11/10/2003,74.,56.,65.
11/11/2003,80.,63.,71.5
11/12/2003,68.,62.,65.
11/13/2003,71.,59.,65.
11/14/2003,72.,53.,62.5
11/15/2003,72.,51.,61.5
11/16/2003,66.,53.,59.5
11/17/2003,66.,49.,57.5
11/18/2003,72.,49.,60.5
11/19/2003,83.,51.,67.
11/20/2003,80.,55.,67.5
11/21/2003,78.,52.,65.
11/22/2003,64.,48.,56.
11/23/2003,61.,40.,50.5
11/24/2003,69.,42.,55.5
11/25/2003,66.,50.,58.
11/26/2003,68.,44.,56.
11/27/2003,67.,43.,55.
11/28/2003,70.,48.,59.
11/29/2003,74.,51.,62.5
11/30/2003,77.,46.,61.5
12/01/2003,78.,48.,63.
12/02/2003,76.,50.,63.
12/03/2003,76.,46.,61.
12/04/2003,76.,44.,60.
12/05/2003,80.,49.,64.5
12/06/2003,80.,57.,68.5
12/07/2003,72.,50.,61.
12/08/2003,69.,54.,61.5
12/09/2003,63.,44.,53.5
12/10/2003,64.,42.,53.
12/11/2003,60.,42.,51.
12/12/2003,57.,41.,49.
12/13/2003,60.,41.,50.5
12/14/2003,66.,41.,53.5
12/15/2003,61.,43.,52.
12/16/2003,63.,38.,50.5
12/17/2003,71.,45.,58.
12/18/2003,76.,41.,58.5
12/19/2003,78.,47.,62.5
12/20/2003,77.,51.,64.
12/21/2003,72.,52.,62.
12/22/2003,70.,46.,58.
12/23/2003,71.,55.,63.
12/24/2003,68.,52.,60.
12/25/2003,67.,50.,58.5
12/26/2003,63.,46.,54.5
12/27/2003,56.,41.,48.5
12/28/2003,52.,32.,42.
12/29/2003,59.,32.,45.5
12/30/2003,65.,44.,54.5
12/31/2003,65.,46.,55.5
01/01/2004,65.,53.,59.
01/02/2004,68.,47.,57.5
01/03/2004,62.,46.,54.
01/04/2004,56.,38.,47.
01/05/2004,58.,36.,47.
01/06/2004,72.,37.,54.5
01/07/2004,68.,45.,56.5
01/08/2004,74.,46.,60.
01/09/2004,77.,47.,62.
01/10/2004,79.,55.,67.
01/11/2004,79.,51.,65.
01/12/2004,78.,56.,67.
01/13/2004,78.,55.,66.5
01/14/2004,73.,56.,64.5
01/15/2004,70.,52.,61.
01/16/2004,71.,49.,60.
01/17/2004,69.,47.,58.
01/18/2004,70.,47.,58.5
01/19/2004,68.,47.,57.5
01/20/2004,66.,53.,59.5
01/21/2004,63.,51.,57.
01/22/2004,65.,50.,57.5
01/23/2004,69.,52.,60.5
01/24/2004,59.,51.,55.
01/25/2004,61.,49.,55.
01/26/2004,59.,40.,49.5
01/27/2004,62.,38.,50.
01/28/2004,62.,44.,53.
01/29/2004,66.,41.,53.5
01/30/2004,68.,44.,56.
01/31/2004,62.,47.,54.5
02/01/2004,61.,44.,52.5
02/02/2004,67.,42.,54.5
02/03/2004,59.,48.,53.5
02/04/2004,61.,42.,51.5
02/05/2004,62.,40.,51.
02/06/2004,64.,39.,51.5
02/07/2004,69.,39.,54.
02/08/2004,64.,41.,52.5
02/09/2004,66.,40.,53.
02/10/2004,68.,43.,55.5
02/11/2004,66.,42.,54.
02/12/2004,64.,41.,52.5
02/13/2004,61.,37.,49.
02/14/2004,65.,41.,53.
02/15/2004,71.,42.,56.5
02/16/2004,74.,47.,60.5
02/17/2004,81.,49.,65.
02/18/2004,80.,52.,66.
02/19/2004,67.,55.,61.
02/20/2004,66.,54.,60.
02/21/2004,71.,53.,62.
02/22/2004,63.,52.,57.5
02/23/2004,57.,49.,53.
02/24/2004,63.,49.,56.
02/25/2004,67.,47.,57.
02/26/2004,73.,50.,61.5
02/27/2004,63.,52.,57.5
02/28/2004,62.,44.,53.
02/29/2004,66.,44.,55.
03/01/2004,67.,45.,56.
03/02/2004,64.,51.,57.5
03/03/2004,65.,50.,57.5
03/04/2004,58.,48.,53.
03/05/2004,66.,49.,57.5
03/06/2004,72.,50.,61.
03/07/2004,86.,53.,69.5
03/08/2004,90.,57.,73.5
03/09/2004,92.,59.,75.5
03/10/2004,91.,60.,75.5
03/11/2004,87.,63.,75.
03/12/2004,82.,63.,72.5
03/13/2004,80.,62.,71.
03/14/2004,86.,60.,73.
03/15/2004,89.,60.,74.5
03/16/2004,91.,60.,75.5
03/17/2004,89.,59.,74.
03/18/2004,91.,62.,76.5
03/19/2004,92.,61.,76.5
03/20/2004,95.,62.,78.5
03/21/2004,97.,67.,82.
03/22/2004,93.,72.,82.5
03/23/2004,89.,71.,80.
03/24/2004,92.,64.,78.
03/25/2004,89.,66.,77.5
03/26/2004,85.,62.,73.5
03/27/2004,83.,59.,71.
03/28/2004,88.,59.,73.5
03/29/2004,94.,59.,76.5
03/30/2004,97.,66.,81.5
03/31/2004,94.,67.,80.5
04/01/2004,87.,63.,75.
04/02/2004,65.,54.,59.5
04/03/2004,69.,54.,61.5
04/04/2004,72.,55.,63.5
04/05/2004,73.,58.,65.5
04/06/2004,81.,62.,71.5
04/07/2004,83.,61.,72.
04/08/2004,81.,58.,69.5
04/09/2004,84.,64.,74.
04/10/2004,86.,63.,74.5
04/11/2004,81.,58.,69.5
04/12/2004,83.,58.,70.5
04/13/2004,91.,62.,76.5
04/14/2004,91.,61.,76.
04/15/2004,92.,60.,76.
04/16/2004,91.,62.,76.5
04/17/2004,88.,62.,75.
04/18/2004,76.,55.,65.5
04/19/2004,80.,57.,68.5
04/20/2004,83.,59.,71.
04/21/2004,86.,58.,72.
04/22/2004,84.,63.,73.5
04/23/2004,83.,60.,71.5
04/24/2004,87.,63.,75.
04/25/2004,95.,64.,79.5
04/26/2004,98.,67.,82.5
04/27/2004,97.,69.,83.
04/28/2004,98.,71.,84.5
04/29/2004,84.,68.,76.
04/30/2004,84.,60.,72.
05/01/2004,92.,67.,79.5
05/02/2004,96.,67.,81.5
05/03/2004,100.,69.,84.5
05/04/2004,101.,70.,85.5
05/05/2004,100.,71.,85.5
05/06/2004,99.,73.,86.
05/07/2004,102.,72.,87.
05/08/2004,101.,74.,87.5
05/09/2004,101.,75.,88.
05/10/2004,101.,74.,87.5
05/11/2004,92.,73.,82.5
05/12/2004,88.,71.,79.5
05/13/2004,91.,63.,77.
05/14/2004,97.,68.,82.5
05/15/2004,100.,70.,85.
05/16/2004,99.,72.,85.5
05/17/2004,99.,71.,85.
05/18/2004,97.,70.,83.5
05/19/2004,99.,72.,85.5
05/20/2004,94.,73.,83.5
05/21/2004,93.,70.,81.5
05/22/2004,90.,66.,78.
05/23/2004,93.,66.,79.5
05/24/2004,95.,68.,81.5
05/25/2004,92.,71.,81.5
05/26/2004,94.,68.,81.
05/27/2004,93.,68.,80.5
05/28/2004,99.,70.,84.5
05/29/2004,92.,70.,81.
05/30/2004,98.,73.,85.5
05/31/2004,104.,72.,88.
06/01/2004,105.,76.,90.5
06/02/2004,108.,77.,92.5
06/03/2004,110.,78.,94.
06/04/2004,110.,79.,94.5
06/05/2004,109.,79.,94.
06/06/2004,107.,79.,93.
06/07/2004,106.,80.,93.
06/08/2004,103.,79.,91.
06/09/2004,95.,75.,85.
06/10/2004,92.,71.,81.5
06/11/2004,96.,70.,83.
06/12/2004,101.,72.,86.5
06/13/2004,104.,74.,89.
06/14/2004,106.,78.,92.
06/15/2004,105.,75.,90.
06/16/2004,103.,78.,90.5
06/17/2004,104.,78.,91.
06/18/2004,106.,80.,93.
06/19/2004,107.,78.,92.5
06/20/2004,105.,75.,90.
06/21/2004,103.,76.,89.5
06/22/2004,104.,77.,90.5
06/23/2004,104.,80.,92.
06/24/2004,107.,83.,95.
06/25/2004,108.,82.,95.
06/26/2004,109.,84.,96.5
06/27/2004,107.,84.,95.5
06/28/2004,105.,81.,93.
06/29/2004,104.,80.,92.
06/30/2004,103.,77.,90.
07/01/2004,103.,74.,88.5
07/02/2004,105.,75.,90.
07/03/2004,105.,75.,90.
07/04/2004,103.,74.,88.5
07/05/2004,107.,76.,91.5
07/06/2004,108.,77.,92.5
07/07/2004,106.,80.,93.
07/08/2004,107.,83.,95.
07/09/2004,100.,84.,92.
07/10/2004,109.,83.,96.
07/11/2004,110.,87.,98.5
07/12/2004,112.,91.,101.5
07/13/2004,106.,78.,92.
07/14/2004,96.,77.,86.5
07/15/2004,102.,85.,93.5
07/16/2004,105.,88.,96.5
07/17/2004,107.,83.,95.
07/18/2004,109.,89.,99.
07/19/2004,110.,88.,99.
07/20/2004,110.,90.,100.
07/21/2004,111.,89.,100.
07/22/2004,110.,90.,100.
07/23/2004,100.,88.,94.
07/24/2004,105.,86.,95.5
07/25/2004,107.,85.,96.
07/26/2004,102.,79.,90.5
07/27/2004,104.,80.,92.
07/28/2004,105.,83.,94.
07/29/2004,105.,84.,94.5
07/30/2004,108.,85.,96.5
07/31/2004,108.,86.,97.
08/01/2004,109.,87.,98.
08/02/2004,104.,88.,96.
08/03/2004,107.,87.,97.
08/04/2004,107.,88.,97.5
08/05/2004,99.,87.,93.
08/06/2004,97.,84.,90.5
08/07/2004,107.,83.,95.
08/08/2004,112.,87.,99.5
08/09/2004,109.,89.,99.
08/10/2004,110.,87.,98.5
08/11/2004,111.,88.,99.5
08/12/2004,105.,87.,96.
08/13/2004,106.,76.,91.
08/14/2004,89.,76.,82.5
08/15/2004,101.,78.,89.5
08/16/2004,101.,75.,88.
08/17/2004,101.,78.,89.5
08/18/2004,103.,79.,91.
08/19/2004,98.,78.,88.
08/20/2004,101.,80.,90.5
